"cnpj_basico","cnae_principal","descricao_cnae","cep","bairro","municipio","municipio_nome","capital_social"
"61562112","S/N","Desconhecido","9373","GO","11","Desconhecido","0.0"
"18138754","sn","Desconhecido","9221","GO","62","Desconhecido","0.0"
"18138764","264","Desconhecido","7535","PR","41","Desconhecido","0.0"
"18138777","18","Desconhecido","7099","SP","12","Desconhecido","0.0"
"18138787","1426","Desconhecido","6543","SP","13","Desconhecido","0.0"
"18138798","1010","Desconhecido","9871","MT","66","Desconhecido","0.0"
"18138807","647","Desconhecido","9151","MT","66","Desconhecido","0.0"
"18138816","100","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18138827","13","Desconhecido","5901","RJ","21","Desconhecido","0.0"
"18138839","768","Desconhecido","0301","RR","95","Desconhecido","0.0"
"18138853","100","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18138869","188","Desconhecido","7057","SP","11","Desconhecido","0.0"
"18138881","000","Desconhecido","9373","GO","62","Desconhecido","0.0"
"18138895","26","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18138904","100","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18138919","1366","Desconhecido","5869","RJ","21","Desconhecido","0.0"
"18138935","53","Desconhecido","7877","PR","42","Desconhecido","0.0"
"18138945","78","Desconhecido","6415","SP","11","Desconhecido","0.0"
"18138952","1320","Desconhecido","4133","MG","31","Desconhecido","0.0"
"14794120","S/N","Desconhecido","6165","SP","19","Desconhecido","0.0"
"11904973","1369","Desconhecido","7107","SP","11","Desconhecido","0.0"
"07974208","SN","Desconhecido","6413","SP","16","Desconhecido","0.0"
"17936669","279","Desconhecido","0255","AM","92","Desconhecido","0.0"
"18139008","206","Desconhecido","8379","SC","49","Desconhecido","0.0"
"18139018","562","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18139031","2354","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18139041","150","Desconhecido","8801","RS","51","Desconhecido","0.0"
"18139056","21","Desconhecido","7107","SP","11","Desconhecido","0.0"
"10913560","1971","Desconhecido","8175","SC","47","Desconhecido","0.0"
"18139083","50","Desconhecido","6713","SP","11","Desconhecido","0.0"
"18139093","942","Desconhecido","4867","MG","35","Desconhecido","0.0"
"18139107","34A","Desconhecido","5865","RJ","21","Desconhecido","0.0"
"18139118","440","Desconhecido","4123","MG","31","Desconhecido","0.0"
"18139129","649","Desconhecido","9051","MS","67","Desconhecido","0.0"
"18139138","817","Desconhecido","8183","SC","49","Desconhecido","0.0"
"18139155","S/N","Desconhecido","9707","EX","","Desconhecido","0.0"
"18139168","S/N","Desconhecido","9707","EX","","Desconhecido","0.0"
"15581976","1017","Desconhecido","9051","MS","67","Desconhecido","0.0"
"18139197","60","Desconhecido","2909","RJ","21","Desconhecido","0.0"
"18139210","238","Desconhecido","2141","PB","83","Desconhecido","0.0"
"18139225","26","Desconhecido","1037","PI","89","Desconhecido","0.0"
"18139232","S/N","Desconhecido","6629","SP","15","Desconhecido","0.0"
"18139242","77","Desconhecido","4565","MG","35","Desconhecido","0.0"
"18139252","10","Desconhecido","4371","MG","31","Desconhecido","0.0"
"18139266","14","Desconhecido","7535","PR","41","Desconhecido","0.0"
"18139277","3006","Desconhecido","8225","SC","47","Desconhecido","0.0"
"18139288","73","Desconhecido","5703","ES","27","Desconhecido","0.0"
"18139301","465","Desconhecido","5035","MG","35","Desconhecido","0.0"
"18139314","5704","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18139324","S/N","Desconhecido","5897","RJ","21","Desconhecido","0.0"
"18139336","466","Desconhecido","6477","SP","11","Desconhecido","0.0"
"13085418","S/N","Desconhecido","6879","SP","14","Desconhecido","0.0"
"18139363","55","Desconhecido","9361","GO","61","Desconhecido","0.0"
"18139374","149","Desconhecido","9459","GO","64","Desconhecido","0.0"
"18139387","103","Desconhecido","6361","SP","11","Desconhecido","0.0"
"18139400","198","Desconhecido","6291","SP","19","Desconhecido","0.0"
"18139414","34","Desconhecido","4371","MG","31","Desconhecido","0.0"
"18139425","302","Desconhecido","4895","MG","31","Desconhecido","0.0"
"18139442","136","Desconhecido","6177","SP","11","Desconhecido","0.0"
"18139452","88","Desconhecido","8841","RS","55","Desconhecido","0.0"
"18139462","59","Desconhecido","0427","PA","91","Desconhecido","0.0"
"18139474","42","Desconhecido","5897","RJ","21","Desconhecido","0.0"
"18139488","458","Desconhecido","7099","SP","12","Desconhecido","0.0"
"18139500","842","Desconhecido","1761","RN","84","Desconhecido","0.0"
"18139512","229","Desconhecido","2381","PE","81","Desconhecido","0.0"
"18139523","40","Desconhecido","4123","MG","31","Desconhecido","0.0"
"18139536","78","Desconhecido","5869","RJ","21","Desconhecido","0.0"
"15776707","71","Desconhecido","7097","SP","17","Desconhecido","0.0"
"15439591","113","Desconhecido","4123","MG","31","Desconhecido","0.0"
"18139561","420","Desconhecido","5867","RJ","22","Desconhecido","0.0"
"18139571","258","Desconhecido","7535","PR","41","Desconhecido","0.0"
"15269478","SN","Desconhecido","9701","DF","61","Desconhecido","0.0"
"18139595","1273","Desconhecido","0427","PA","91","Desconhecido","0.0"
"11548905","528","Desconhecido","3685","BA","71","Desconhecido","0.0"
"18139617","1098","Desconhecido","3353","BA","71","Desconhecido","0.0"
"18139631","758","Desconhecido","6969","SP","16","Desconhecido","0.0"
"18139645","S/N","Desconhecido","9701","DF","61","Desconhecido","0.0"
"18139660","00","Desconhecido","9221","GO","62","Desconhecido","0.0"
"18139670","234","Desconhecido","9395","GO","62","Desconhecido","0.0"
"08682470","S/N","Desconhecido","2973","SP","17","Desconhecido","0.0"
"18139694","1358","Desconhecido","0961","MA","99","Desconhecido","0.0"
"18139704","2661","Desconhecido","5869","RJ","21","Desconhecido","0.0"
"18139716","328","Desconhecido","6275","SP","19","Desconhecido","0.0"
"18139727","223","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18139742","SN","Desconhecido","8819","RS","51","Desconhecido","0.0"
"18139752","340","Desconhecido","2417","PE","81","Desconhecido","0.0"
"18139764","380","Desconhecido","6795","SP","14","Desconhecido","0.0"
"18139777","424","Desconhecido","7005","SP","11","Desconhecido","0.0"
"18139794","129","Desconhecido","9051","MS","67","Desconhecido","0.0"
"18139804","119","Desconhecido","5925","RJ","24","Desconhecido","0.0"
"12024845","SN","Desconhecido","0433","PA","91","Desconhecido","0.0"
"18139829","330","Desconhecido","4123","MG","31","Desconhecido","0.0"
"18139843","7842","Desconhecido","1389","CE","85","Desconhecido","0.0"
"18139858","25","Desconhecido","7745","PR","41","Desconhecido","0.0"
"18139870","848","Desconhecido","0415","PA","91","Desconhecido","0.0"
"18139884","660","Desconhecido","4123","MG","31","Desconhecido","0.0"
"18139895","75","Desconhecido","2513","PE","81","Desconhecido","0.0"
"18139908","303","Desconhecido","9701","DF","61","Desconhecido","0.0"
"18139920","349","Desconhecido","4471","MG","35","Desconhecido","0.0"
"18139934","SN","Desconhecido","6327","SP","17","Desconhecido","0.0"
"18139946","3150","Desconhecido","8951","RS","55","Desconhecido","0.0"
"11823445","321","Desconhecido","5869","RJ","21","Desconhecido","0.0"
"18139974","810","Desconhecido","7145","SP","15","Desconhecido","0.0"
"18139984","138","Desconhecido","4123","MG","31","Desconhecido","0.0"
"13278657","140","Desconhecido","8179","SC","47","Desconhecido","0.0"
"18140009","10","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18140022","SN","Desconhecido","5547","SC","48","Desconhecido","0.0"
"18140035","472","Desconhecido","6285","SP","11","Desconhecido","0.0"
"18140050","104","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18140060","102","Desconhecido","5925","RJ","24","Desconhecido","0.0"
"18140073","26","Desconhecido","7513","PR","41","Desconhecido","0.0"
"18140085","252","Desconhecido","7071","SP","13","Desconhecido","0.0"
"18140102","6","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18140114","16","Desconhecido","7769","PR","41","Desconhecido","0.0"
"18140128","4","Desconhecido","5869","RJ","21","Desconhecido","0.0"
"18140141","368","Desconhecido","4313","MG","33","Desconhecido","0.0"
"18140156","00","Desconhecido","6525","SP","15","Desconhecido","0.0"
"18140168","55C1","Desconhecido","9301","GO","64","Desconhecido","0.0"
"18140179","231","Desconhecido","5925","RJ","24","Desconhecido","0.0"
"18140192","2336","Desconhecido","8877","RS","51","Desconhecido","0.0"
"18140204","95","Desconhecido","7183","SP","12","Desconhecido","0.0"
"18140216","51","Desconhecido","8089","SC","48","Desconhecido","0.0"
"18140227","156","Desconhecido","5401","MG","34","Desconhecido","0.0"
"18140242","70","Desconhecido","7121","SP","13","Desconhecido","0.0"
"18140255","242","Desconhecido","5925","RJ","24","Desconhecido","0.0"
"18140267","463","Desconhecido","5703","ES","27","Desconhecido","0.0"
"18140283","526","Desconhecido","8401","RS","51","Desconhecido","0.0"
"18140294","127","Desconhecido","5425","MG","31","Desconhecido","0.0"
"18140305","01","Desconhecido","9733","TO","63","Desconhecido","0.0"
"18140317","190","Desconhecido","6549","SP","15","Desconhecido","0.0"
"18140329","55","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18140340","262","Desconhecido","4123","MG","31","Desconhecido","0.0"
"18140354","269","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18140365","400","Desconhecido","8933","RS","51","Desconhecido","0.0"
"18140377","139","Desconhecido","6579","SP","11","Desconhecido","0.0"
"18140390","141","Desconhecido","8047","SC","47","Desconhecido","0.0"
"18140405","916","Desconhecido","2211","PB","21","Desconhecido","0.0"
"18140415","128","Desconhecido","6221","SP","17","Desconhecido","0.0"
"18140429","SN","Desconhecido","9227","GO","62","Desconhecido","0.0"
"18140440","1011","Desconhecido","3357","BA","77","Desconhecido","0.0"
"18140451","02","Desconhecido","2521","PE","21","Desconhecido","0.0"
"18140466","375","Desconhecido","6897","SP","11","Desconhecido","0.0"
"18140481","230","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"12231069","85","Desconhecido","7099","SP","11","Desconhecido","0.0"
"18140503","68","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18140514","420","Desconhecido","0255","AM","92","Desconhecido","0.0"
"18140526","507","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18140539","205","Desconhecido","6313","SP","11","Desconhecido","0.0"
"18140551","55","Desconhecido","3849","BA","71","Desconhecido","0.0"
"18140564","SN","Desconhecido","9701","DF","61","Desconhecido","0.0"
"18140578","100","Desconhecido","8801","RS","51","Desconhecido","0.0"
"18140592","1191","Desconhecido","6415","SP","11","Desconhecido","0.0"
"18140603","01","Desconhecido","3849","BA","71","Desconhecido","0.0"
"18140615","584","Desconhecido","6713","SP","11","Desconhecido","0.0"
"18140628","185","Desconhecido","2531","PE","81","Desconhecido","0.0"
"18140641","208","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18140654","80","Desconhecido","7087","SP","18","Desconhecido","0.0"
"18140671","200","Desconhecido","1174","RS","54","Desconhecido","0.0"
"18140683","1440","Desconhecido","9373","GO","62","Desconhecido","0.0"
"18140694","567","Desconhecido","6875","SP","19","Desconhecido","0.0"
"18140708","187","Desconhecido","6875","SP","19","Desconhecido","0.0"
"15526736","44","Desconhecido","3685","BA","71","Desconhecido","0.0"
"18140734","99","Desconhecido","4123","MG","31","Desconhecido","0.0"
"18140746","11","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18140757","169","Desconhecido","0452","PB","83","Desconhecido","0.0"
"18140770","1570","Desconhecido","4069","MG","34","Desconhecido","0.0"
"18140784","433","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18140795","365","Desconhecido","2491","PE","81","Desconhecido","0.0"
"18140809","225","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18140823","00","Desconhecido","3429","BA","71","Desconhecido","0.0"
"18140834","2695","Desconhecido","7145","SP","15","Desconhecido","0.0"
"18140845","1757","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18140860","207","Desconhecido","9701","DF","61","Desconhecido","0.0"
"18140872","205","Desconhecido","4123","MG","31","Desconhecido","0.0"
"18140884","78","Desconhecido","7157","SP","11","Desconhecido","0.0"
"18140898","10","Desconhecido","5899","RJ","22","Desconhecido","0.0"
"18140911","695","Desconhecido","3319","BA","75","Desconhecido","0.0"
"18140922","SN","Desconhecido","0227","AM","92","Desconhecido","0.0"
"18140935","778","Desconhecido","6219","SP","14","Desconhecido","0.0"
"18140949","103","Desconhecido","6543","SP","13","Desconhecido","0.0"
"18140964","sn","Desconhecido","9373","GO","62","Desconhecido","0.0"
"18140977","00","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18140989","44","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18141001","3061","Desconhecido","8253","SC","49","Desconhecido","0.0"
"18141014","345","Desconhecido","6717","SP","19","Desconhecido","0.0"
"18141026","200","Desconhecido","0921","MA","98","Desconhecido","0.0"
"18141040","239","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18141052","SN","Desconhecido","0227","AM","92","Desconhecido","0.0"
"18141065","15","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18141081","870","Desconhecido","8801","RS","51","Desconhecido","0.0"
"15695269","12479","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18141104","571","Desconhecido","4521","MG","31","Desconhecido","0.0"
"18141117","997","Desconhecido","7145","SP","15","Desconhecido","0.0"
"18141128","SN","Desconhecido","1417","CE","88","Desconhecido","0.0"
"17797797","54","Desconhecido","4029","MG","32","Desconhecido","0.0"
"18141154","73","Desconhecido","8599","RS","54","Desconhecido","0.0"
"18141163","212","Desconhecido","1116","RJ","21","Desconhecido","0.0"
"18141178","681","Desconhecido","8933","RS","54","Desconhecido","0.0"
"18141193","295","Desconhecido","6565","SP","15","Desconhecido","0.0"
"17006199","14","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18141215","112","Desconhecido","5385","MG","35","Desconhecido","0.0"
"18141229","69","Desconhecido","4723","MG","31","Desconhecido","0.0"
"18141244","561","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18141256","10","Desconhecido","8163","SC","47","Desconhecido","0.0"
"18141266","665","Desconhecido","1389","CE","85","Desconhecido","0.0"
"18141278","574","Desconhecido","4885","MG","31","Desconhecido","0.0"
"18141297","109","Desconhecido","6271","SP","12","Desconhecido","0.0"
"18141310","121","Desconhecido","7963","PR","41","Desconhecido","0.0"
"18141326","141","Desconhecido","7745","PR","41","Desconhecido","0.0"
"18141344","338","Desconhecido","6001","RJ","00","Desconhecido","0.0"
"18141354","88","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18141368","31","Desconhecido","6105","SP","19","Desconhecido","0.0"
"18141381","68","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18141393","SN","Desconhecido","3951","BA","77","Desconhecido","0.0"
"18141406","450","Desconhecido","4843","MG","32","Desconhecido","0.0"
"18141420","1003","Desconhecido","4959","MG","34","Desconhecido","0.0"
"18141433","107","Desconhecido","6477","SP","11","Desconhecido","0.0"
"18141447","124","Desconhecido","1373","CE","85","Desconhecido","0.0"
"18141460","310","Desconhecido","6921","SP","11","Desconhecido","0.0"
"18141472","142","Desconhecido","5883","RJ","24","Desconhecido","0.0"
"18141485","10","Desconhecido","0415","PA","91","Desconhecido","0.0"
"18141498","2707","Desconhecido","5903","RJ","22","Desconhecido","0.0"
"08932581","187","Desconhecido","6291","SP","11","Desconhecido","0.0"
"05788886","333","Desconhecido","4371","MG","31","Desconhecido","0.0"
"17963402","631","Desconhecido","5925","RJ","24","Desconhecido","0.0"
"12201390","S/N","Desconhecido","3125","SE","79","Desconhecido","0.0"
"10401254","960-B","Desconhecido","1585","CE","91","Desconhecido","0.0"
"18141559","252","Desconhecido","2531","PE","81","Desconhecido","0.0"
"18141573","272","Desconhecido","6967","SP","11","Desconhecido","0.0"
"18141583","655","Desconhecido","5403","MG","34","Desconhecido","0.0"
"18141594","SN","Desconhecido","8165","SC","49","Desconhecido","0.0"
"18141605","423","Desconhecido","6291","SP","19","Desconhecido","0.0"
"18141620","KM 116","Desconhecido","6769","SP","19","Desconhecido","0.0"
"18141633","08","Desconhecido","0770","RJ","22","Desconhecido","0.0"
"18141646","421","Desconhecido","6291","SP","19","Desconhecido","0.0"
"13303602","SN","Desconhecido","7195","SP","19","Desconhecido","0.0"
"18141670","210","Desconhecido","7635","PR","43","Desconhecido","0.0"
"18141682","326","Desconhecido","7733","PR","46","Desconhecido","0.0"
"18141693","S/N","Desconhecido","9241","TO","63","Desconhecido","0.0"
